id,来源,名称,分类,红绿灯地址,大图片地址,小图片地址,热量,碳水化合物,脂肪,蛋白质,纤维素,维生素A,维生素C,维生素E,胡萝卜素,硫胺素,核黄素,烟酸,胆固醇,镁,钙,铁,锌,铜,锰,钾,磷,钠,硒,度量单位
heijiaojicuigu,用户上传,黑椒鸡脆骨,家常菜 ,http://s2.boohee.cn/food/star/heijiaojicuigu-ba275e549b032ac6da3de78d25c98d29.png,http://s2.boohee.cn/house/upload_food/2014/1/3/1746359_1388718354.jpg,http://s2.boohee.cn/house/upload_food/2014/1/3/1746359_1388718354mid.jpg,64,3.45,0.48,11.86,0.07,,,,,,,,,,,,,,,,,,,
fenzhengpaigu,薄荷,粉蒸排骨,家常菜 ,http://s2.boohee.cn/food/star/fenzhengpaigu-1b9d3dd19a070dbf5351304a7780c5af.png,http://s2.boohee.cn/house/menu_big/1169192301447.jpg,http://s2.boohee.cn/house/menu_mid/1169192301447_mid.jpg,298,13.48,21.23,13.44,0.31,,,,,,,,,,,,,,,,,,,
douyapaigutang,薄荷,豆芽排骨汤,家常菜 ,http://s2.boohee.cn/food/star/douyapaigutang-6e21063c237e2d21cb59e6bea9032aa5.png,http://s2.boohee.cn/house/upload_food/2016/9/22/big_photo_url_b0d1630fa6364da4bfed12de8b6ae825.jpg,http://s2.boohee.cn/house/upload_food/2016/9/22/mid_photo_url_337bae09aa5447f095c95154d26bc774.jpg,67,1.08,5.13,4.35,0.22,,,,,,,,,,,,,,,,,,,
guihuayutoutang,薄荷,桂花芋头汤,家常菜 ,http://s2.boohee.cn/food/star/guihuayutoutang-dadcb380eaec063e4f6e59ce6decfff8.png,http://s2.boohee.cn/house/upload_food/2016/9/28/big_photo_url_2b9ecc6e2fab4d199f3d2019b8b23ef3.jpg,http://s2.boohee.cn/house/upload_food/2016/9/28/mid_photo_url_28d63dbfafcf4c1a8d09b80075d6f41f.jpg,45,9.74,0.23,0.61,0.74,,,,,,,,,,,,,,,,,,,
larouzhuchang,用户上传,腊肉猪肠,家常菜 ,http://s2.boohee.cn/food/star/larouzhuchang-8b7c05763357e39d03ce471b95a71545.png,http://s2.boohee.cn/house/upload_food/2008/7/29/83394_1217305785.jpg,http://s2.boohee.cn/house/upload_food/2008/7/29/83394_1217305785mid.jpg,229,1.21,22.11,6.31,0.00,,,,,,,,,,,,,,,,,,,
malajikuai,薄荷,麻辣鸡块,家常菜 ,http://s2.boohee.cn/food/star/malajikuai-f5d71d458ed459e2d0de54626b1f051b.png,http://s2.boohee.cn/house/upload_food/2016/10/20/big_photo_url_fd07f543495d48d2bce14dda2834b0a7.jpg,http://s2.boohee.cn/house/upload_food/2016/10/20/mid_photo_url_3847bab68996464b884d9dcb106799da.jpg,175,2.22,10.58,17.97,0.35,,,,,,,,,,,,,,,,,,,
laweinanguazheng,薄荷,腊味南瓜蒸,家常菜 ,http://s2.boohee.cn/food/star/laweinanguazheng-0939f6171b6776478a68627c75871ed1.png,http://s2.boohee.cn/house/upload_food/2016/10/19/big_photo_url_e1d19829f36c482e9e75da0af67f583a.jpg,http://s2.boohee.cn/house/upload_food/2016/10/19/mid_photo_url_9b373ccce9304d64bf04d596000efb74.jpg,88,4.95,6.91,2.22,0.72,,,,,,,,,,,,,,,,,,,
jingmiweihuangshan,薄荷,粳米煨黄鳝,家常菜 ,http://s2.boohee.cn/food/star/jingmiweihuangshan-647ec83ecf07fc7b366d705329c735da.png,http://s2.boohee.cn/house/upload_food/2016/10/14/big_photo_url_577e66e8aa4545e5914466ddc834cb23.jpg,http://s2.boohee.cn/house/upload_food/2016/10/14/mid_photo_url_0382145b3b4e4455adf146799b8c0a53.jpg,233,23.79,8.80,14.29,0.78,,,,,,,,,,,,,,,,,,,
niunaiyumigao,用户上传,牛奶玉米糕,家常菜 ,http://s2.boohee.cn/food/star/niunaiyumigao-2da19888f9a13be196ff53c4af608f6e.png,http://s2.boohee.cn/house/upload_food/2009/3/21/187032_1237618075.jpg,http://s2.boohee.cn/house/upload_food/2009/3/21/187032_1237618075mid.jpg,195,30.55,4.56,9.34,1.53,,,,,,,,,,,,,,,,,,,"1块牛奶玉米糕(10.0克)19大卡,标准(100克)195大卡"
roumojiangqiezi,薄荷,肉末酱茄子,家常菜 ,http://s2.boohee.cn/food/star/roumojiangqiezi-56a2e9e8a6c73b18a2cd2cdcda9f6159.png,http://s2.boohee.cn/house/menu_big/1176364401640.jpg,http://s2.boohee.cn/house/menu_mid/1176364401640_mid.jpg,217,5.34,19.59,5.87,1.08,,,,,,,,,,,,,,,,,,,
niuroumenhuangdou,薄荷,牛肉焖黄豆,家常菜 ,http://s2.boohee.cn/food/star/niuroumenhuangdou-3898f85206d711bcae1e65a507242361.png,http://s2.boohee.cn/house/upload_food/2016/10/21/big_photo_url_8026edf9953d44acb2cf4801c8ab8445.jpg,http://s2.boohee.cn/house/upload_food/2016/10/21/mid_photo_url_18f4b47b292c4ed09c5d8823b778ba65.jpg,234,13.39,12.53,21.42,4.46,,,,,,,,,,,,,,,,,,,
xiangbanjuanxincai,薄荷,香拌卷心菜,家常菜 ,http://s2.boohee.cn/food/star/xiangbanjuanxincai-19cf00de532b65344b0758cc11575186.png,http://s2.boohee.cn/house/upload_food/2016/10/27/big_photo_url_bb99a4507dda479ea845bf80292a3a1f.jpg,http://s2.boohee.cn/house/upload_food/2016/10/27/mid_photo_url_850b04b95302473f886ad1786c8430bf.jpg,55,5.98,3.26,1.49,0.93,,,,,,,,,,,,,,,,,,,
shijindanjuan,薄荷,什锦蛋卷,家常菜 ,http://s2.boohee.cn/food/star/shijindanjuan-f69defc8a2b6137869b4a7f12caa326a.png,http://s2.boohee.cn/house/upload_food/2009/2/17/user_42821_1234835332.jpg,http://s2.boohee.cn/house/upload_food/2009/2/17/user_mid_42821_1234835332.jpg,219,3.74,17.63,11.32,0.05,,,,,,,,,,,,,,,,,,,
shijinshucaitang,薄荷,什锦蔬菜汤,家常菜 ,http://s2.boohee.cn/food/star/shijinshucaitang-6ca3f3ccd2154b0c3ee0dad12d13e333.png,http://s2.boohee.cn/house/upload_food/2011/12/19/user_1218686_1324269402.jpg,http://s2.boohee.cn/house/upload_food/2011/12/19/user_mid_1218686_1324269402.jpg,40,3.68,2.37,0.71,0.51,,,,,,,,,,,,,,,,,,,"1碗(小)什锦蔬菜汤(200.0克)80大卡,1碗什锦蔬菜汤(400.0克)159大卡,标准(100克)40大卡"
yangconghuitudou,薄荷,洋葱烩土豆,家常菜 ,http://s2.boohee.cn/food/star/yangconghuitudou-f898e3197bbb9204988939bd44b1e557.png,http://s2.boohee.cn/house/upload_food/2016/10/28/big_photo_url_88eb71715dbe41468ae8a302aa8e853d.jpg,http://s2.boohee.cn/house/upload_food/2016/10/28/mid_photo_url_f84ac7b9721e400d90305fef49941bd2.jpg,80,11.83,2.69,1.63,0.68,,,,,,,,,,,,,,,,,,,
douchizhengyu,薄荷,豆豉蒸鱼,家常菜 ,http://s2.boohee.cn/food/star/douchizhengyu-6216d7fa0b61fe3a9378f1b76e2a2d70.png,http://s2.boohee.cn/house/upload_food/2016/9/21/big_photo_url_f5b0763449674a1ea32259b0aecc63f1.jpg,http://s2.boohee.cn/house/upload_food/2016/9/21/mid_photo_url_50b6e264fe2242d8a1d24bea6b88137c.jpg,136,3.68,6.64,15.99,1.36,,,,,,,,,,,,,,,,,,,
xiarenhuanggua,用户上传,虾仁黄瓜,家常菜 ,http://s2.boohee.cn/food/star/xiarenhuanggua-1453b6ef975ffa1e3395309880a2616f.png,http://s2.boohee.cn/house/upload_food/2020/6/29/big_photo_url_big_photo_url_386f50fe8a735951bd5c758da0d37e69.jpg,http://s2.boohee.cn/house/upload_food/2020/6/29/mid_photo_url_big_photo_url_386f50fe8a735951bd5c758da0d37e69.jpg,95,4.26,5.07,7.66,0.23,,,,,,,,,,,,,,,,,,,
luobosibao,用户上传,萝卜丝包,家常菜 ,http://s2.boohee.cn/food/star/luobosibao-303a952b1b4766191a84a6d106391077.png,http://s2.boohee.cn/house/upload_food/2020/5/14/big_photo_url_5385b88002c93411ef11e04f5a23213d.jpg,http://s2.boohee.cn/house/upload_food/2020/5/14/mid_photo_url_4531a0f4de305b517cfd10cfd77d5648.jpg,133,23.15,2.88,4.23,0.72,,,,,,,,,,,,,,,,,,,"1个萝卜丝包(85.0克)113大卡,标准(100克)133大卡"
jinlingwanzi,薄荷,金陵丸子,家常菜 ,http://s2.boohee.cn/food/star/jinlingwanzi-ced19ffac8f1888c11bc966a26cbb6e3.png,http://s2.boohee.cn/house/upload_food/2016/10/13/big_photo_url_6637a9eab673422ba2217751e70fe330.jpg,http://s2.boohee.cn/house/upload_food/2016/10/13/mid_photo_url_df66f7b00d3b426785b220857b6731c2.jpg,263,2.67,21.27,15.48,0.10,,,,,,,,,,,,,,,,,,,
ganbiangaozigan,薄荷,腊肉蒿子杆,家常菜 ,http://s2.boohee.cn/food/star/ganbiangaozigan-a067db8f7b57d0872441503ae66a895a.png,http://s2.boohee.cn/house/upload_food/2016/9/26/big_photo_url_59de2a54f2f54e8f95c83bb4d4eb0a8f.jpg,http://s2.boohee.cn/house/upload_food/2016/9/26/mid_photo_url_2fe8ee8ca30d44ea8c21d63b9c592f3e.jpg,123,7.72,10.34,3.39,3.72,,,,,,,,,,,,,,,,,,,
xiangjianyinxueyu,薄荷,香煎银鳕鱼,家常菜 ,http://s2.boohee.cn/food/star/xiangjianyinxueyu-b881830ffaee06795091d38d423c7b0e.png,http://s2.boohee.cn/house/menu_big/1173167206001.jpg,http://s2.boohee.cn/house/menu_mid/1173167206001_mid.jpg,179,4.32,10.84,16.13,0.07,,,,,,,,,,,,,,,,,,,
qingchaoxihulu,用户上传,清炒西葫芦,家常菜 ,http://s2.boohee.cn/food/star/qingchaoxihulu-80862a54f3a401899b82b9713221c24c.png,http://s2.boohee.cn/house/upload_food/2020/6/23/big_photo_url_big_photo_url_cb79e81c2ca120bf37ac230559a52b24.jpg,http://s2.boohee.cn/house/upload_food/2020/6/23/mid_photo_url_big_photo_url_cb79e81c2ca120bf37ac230559a52b24.jpg,42,4.18,2.54,0.84,0.56,,,,,,,,,,,,,,,,,,,"1盘清炒西葫芦(300.0克)125大卡,标准(100克)42大卡"
yangrouhulatang,薄荷,羊肉胡辣汤,家常菜 ,http://s2.boohee.cn/food/star/yangrouhulatang-c61b7361e472511bd2cde6f046155401.png,http://s2.boohee.cn/house/upload_food/2008/6/24/user_68302_1214294407.jpg,http://s2.boohee.cn/house/upload_food/2008/6/24/user_mid_68302_1214294407.jpg,124,19.59,2.59,5.91,0.33,,,,,,,,,,,,,,,,,,,"1碗羊肉胡辣汤(350.0克)433大卡,标准(100克)124大卡"
fanqiejidanbing,薄荷,番茄鸡蛋饼,家常菜 ,http://s2.boohee.cn/food/star/fanqiejidanbing-92d5fd4f6126c138bdba0706153b37ce.png,http://s2.boohee.cn/house/upload_food/2019/8/29/big_photo_url_6f7e54e4dc4c179e89dccec0ad549e62.jpg,http://s2.boohee.cn/house/upload_food/2019/8/29/mid_photo_url_89cc25340e91ae1473e1bb1534bd9d39.jpg,90,3.67,6.09,5.51,0.20,,,,,,,,,,,,,,,,,,,
yanshuixia,薄荷,盐水虾,家常菜 ,http://s2.boohee.cn/food/star/yanshuixia-04fa57770f1327d4a52d3ed901b4b55b.png,http://s2.boohee.cn/house/upload_food/2020/6/5/big_photo_url_3c9c2c0b7bdaf775b89da6ce19eeac51.jpg,http://s2.boohee.cn/house/upload_food/2020/6/5/mid_photo_url_f6db3ad1457bae460454f7113844fb93.jpg,92,3.46,0.79,17.87,0.06,,,,,,,,,,,,,,,,,,,"1只盐水虾(10.0克)9大卡,标准(100克)92大卡"
hongshaoluofeiyu,用户上传,红烧罗非鱼,家常菜 ,http://s2.boohee.cn/food/star/hongshaoluofeiyu-05b05d6d13ed63b0a63ef9a8bbeb88f8.png,http://s2.boohee.cn/house/upload_food/2009/8/28/156362_1251428373.jpg,http://s2.boohee.cn/house/upload_food/2009/8/28/156362_1251428373mid.jpg,99,4.79,4.06,11.49,0.74,,,,,,,,,,,,,,,,,,,
hongshaodongporou,薄荷,红烧东坡肉,家常菜 ,http://s2.boohee.cn/food/star/hongshaodongporou-eec3f90da98af2e113240dc625cbcdfb.png,http://s2.boohee.cn/house/upload_food/2016/10/8/big_photo_url_13afda3d5ad34bee9b8b552d8e4eb816.jpg,http://s2.boohee.cn/house/upload_food/2016/10/8/mid_photo_url_129815fa98b9441eb9375bf1ffb87f3f.jpg,385,1.68,39.16,6.33,0.37,,,,,,,,,,,,,,,,,,,
luhupijidan,薄荷,卤虎皮鸡蛋,家常菜 ,http://s2.boohee.cn/food/star/luhupijidan-6c26fc577fd8b1d63daf5b87e9d0cc1b.png,http://s2.boohee.cn/house/upload_food/2016/10/19/big_photo_url_6a67e26e39334e71bd90a7c97dcd208f.jpg,http://s2.boohee.cn/house/upload_food/2016/10/19/mid_photo_url_df5a108b2c6d4c438adaed83d86a3401.jpg,151,4.23,10.08,10.85,0.10,,,,,,,,,,,,,,,,,,,
cuipishaoya,薄荷,油炸豆腐皮,家常菜 ,http://s2.boohee.cn/food/star/cuipishaoya-75e78defa5e2d07a9fad61a8ddb4dea3.png,http://s2.boohee.cn/house/upload_food/2017/2/10/big_photo_url_e0f81e0867ea4e3ba13089f859ec5de9.jpg,http://s2.boohee.cn/house/upload_food/2017/2/10/mid_photo_url_3aee287ad8f246a595a7c71cfc07e486.jpg,307,18.20,15.57,25.58,0.20,,,,,,,,,,,,,,,,,,,
fanqiechaodan,薄荷,番茄炒蛋,家常菜 ,http://s2.boohee.cn/food/star/fanqiechaodan-33eef5058b4f5f5c824a3dd96b586d1a.png,http://s2.boohee.cn/house/upload_food/2020/7/6/big_photo_url_cb487aed06100058b5ead623cf7279b2.jpg,http://s2.boohee.cn/house/upload_food/2020/7/6/mid_photo_url_27e567af4fbedc4c4b5a9a327d14d49b.jpg,74,3.57,4.77,4.76,0.02,,,,,,,,,,,,,,,,,,,"1碟番茄炒蛋(200.0克)147大卡,标准(100克)74大卡"
luwuxiangdoufugansi,薄荷,卤五香豆腐干丝,家常菜 ,http://s2.boohee.cn/food/star/luwuxiangdoufugansi-00a1b3378b3edaadd8044d36edb98589.png,http://s2.boohee.cn/house/upload_food/2016/10/19/big_photo_url_7f31d6150eef4f6697d0bcdebbff2b04.jpg,http://s2.boohee.cn/house/upload_food/2016/10/19/mid_photo_url_d884ab2ab2dd45be9f1241c68a302faa.jpg,190,10.55,9.54,14.95,1.00,,,,,,,,,,,,,,,,,,,
liuganjian,薄荷,溜肝尖,家常菜 ,http://s2.boohee.cn/food/star/liuganjian-6d97a79d2c2c970df0926e979faca86c.png,http://s2.boohee.cn/house/upload_food/2019/8/29/big_photo_url_e80761fb06dd5586d3ae375b3c583f86.jpg,http://s2.boohee.cn/house/upload_food/2019/8/29/mid_photo_url_8817155fc11bf845bf1dbe0196e0bc4a.jpg,141,6.14,6.88,13.36,0.42,,,,,,,,,,,,,,,,,,,
lianouhuangdoupaigutang,薄荷,莲藕黄豆排骨汤,家常菜 ,http://s2.boohee.cn/food/star/lianouhuangdoupaigutang-be31f2cc2c75ed9bf818ddb7e077f94a.png,http://s2.boohee.cn/house/food_big/big_photo201534144328550.jpg,http://s2.boohee.cn/house/food_mid/mid_photo_201534144328550.jpg,92,2.77,5.80,6.61,1.11,,,,,,,,,,,,,,,,,,,"1碗莲藕黄豆排骨汤(500.0克)460大卡,标准(100克)92大卡"
hongyoucaihua,薄荷,红油菜花,家常菜 ,http://s2.boohee.cn/food/star/hongyoucaihua-931d52a7f245548fc8757e4730e01d21.png,http://s2.boohee.cn/house/upload_food/2016/10/9/big_photo_url_bcb4d2212b884d4f99e7ab00aae06667.jpg,http://s2.boohee.cn/house/upload_food/2016/10/9/mid_photo_url_374595bd24b148d895b088294782aafd.jpg,41,4.24,1.60,2.33,2.09,,,,,,,,,,,,,,,,,,,
basidigua,薄荷,拔丝地瓜,家常菜 ,http://s2.boohee.cn/food/star/basidigua-3dc8d7ab4967291d00bf4ee17503c197.png,http://s2.boohee.cn/house/menu_big/1162045573500.jpg,http://s2.boohee.cn/house/menu_mid/1162045573500_mid.jpg,237,32.86,11.89,0.81,1.18,,,,,,,,,,,,,,,,,,,
zhuroudunqiezi,薄荷,猪肉炖茄子,家常菜 ,http://s2.boohee.cn/food/star/zhuroudunqiezi-6b2359f27e4daa8eebd7af82f5512aa5.png,http://s2.boohee.cn/house/upload_food/2008/9/12/user_86837_1221210207.jpg,http://s2.boohee.cn/house/upload_food/2008/9/12/user_86837_1221210207.jpg,106,3.74,9.47,2.05,1.09,,,,,,,,,,,,,,,,,,,"1碗猪肉炖茄子(500.0克)530大卡,标准(100克)106大卡"
sandingjiaobai,薄荷,三丁茭白,家常菜 ,http://s2.boohee.cn/food/star/sandingjiaobai-26ae5c465be442847c2300a8972e152e.png,http://s2.boohee.cn/house/upload_food/2016/10/25/big_photo_url_9420dc3efa1b4f7791f85543a68711c9.jpg,http://s2.boohee.cn/house/upload_food/2016/10/25/mid_photo_url_ea1ef46962ea4698aed406eb32b515ed.jpg,85,5.81,4.99,5.62,1.37,,,,,,,,,,,,,,,,,,,
ciyouniurou2,薄荷,蚝油牛里脊肉,家常菜 ,http://s2.boohee.cn/food/star/ciyouniurou2-334c2418ee6d49455b6c86d03115791c.png,http://s2.boohee.cn/house/upload_food/2016/9/29/big_photo_url_5184bde2afc547fe9e6599850a461c82.jpg,http://s2.boohee.cn/house/upload_food/2016/9/29/mid_photo_url_c85b510310ac4af08cac701ceebd21ab.jpg,166,6.99,8.13,16.27,0.13,,,,,,,,,,,,,,,,,,,
jikuaihanbao,薄荷,鸡块汉堡,家常菜 ,http://s2.boohee.cn/food/star/jikuaihanbao-9be52b8f4586d1e0d273a24ef804c4ad.png,http://s2.boohee.cn/house/upload_food/2016/10/11/big_photo_url_f959bcbc5b47427ebfc9c375fa1f4beb.jpg,http://s2.boohee.cn/house/upload_food/2016/10/11/mid_photo_url_cddf710902264421beb76b04959f4e17.jpg,256,31.54,10.38,7.71,0.51,,,,,,,,,,,,,,,,,,,
haimicaihua,薄荷,海米菜花,家常菜 ,http://s2.boohee.cn/food/star/haimicaihua-d5248b8288d0510667f58c3f10611063.png,http://s2.boohee.cn/house/upload_food/2016/9/29/big_photo_url_469b01d1105d40cba1a7b77acdb39266.jpg,http://s2.boohee.cn/house/upload_food/2016/9/29/mid_photo_url_9c23cd1318424b1ba8fb54896acc35ce.jpg,62,3.99,1.92,8.06,1.00,,,,,,,,,,,,,,,,,,,
xiancairousimaodou,薄荷,咸菜肉丝毛豆,家常菜 ,http://s2.boohee.cn/food/star/xiancairousimaodou-7be1d5ccec32c42250fdf494cb5e6015.png,http://s2.boohee.cn/house/menu_big/1165541820000.jpg,http://s2.boohee.cn/house/menu_mid/1165541820000_mid.jpg,138,5.17,6.98,14.22,1.30,,,,,,,,,,,,,,,,,,,
lvdounanguazhong,薄荷,绿豆南瓜盅,家常菜 ,http://s2.boohee.cn/food/star/lvdounanguazhong-88aba1d2aca34400a0c5386567a6f8fe.png,http://s2.boohee.cn/house/upload_food/2016/10/19/big_photo_url_960b06b20f294345b2150f9a235f3223.jpg,http://s2.boohee.cn/house/upload_food/2016/10/19/mid_photo_url_b47db50dc1214a40aa75f67f653c9379.jpg,157,28.90,0.38,8.13,2.67,,,,,,,,,,,,,,,,,,,
sansidanjuan,薄荷,三丝蛋卷,家常菜 ,http://s2.boohee.cn/food/star/sansidanjuan-5fd321d148e9251f025794742b96d869.png,http://s2.boohee.cn/house/menu_big/1170386587945.jpg,http://s2.boohee.cn/house/menu_mid/1170386587945_mid.jpg,159,4.82,12.91,6.75,0.80,,,,,,,,,,,,,,,,,,,
huangdouxiangluhaidai,薄荷,黄豆香卤海带,家常菜 ,http://s2.boohee.cn/food/star/huangdouxiangluhaidai-52150084c83076b121884e297b620cde.png,http://s2.boohee.cn/house/upload_food/2016/10/10/big_photo_url_fed38bb083404f84a736644b769a3a19.jpg,http://s2.boohee.cn/house/upload_food/2016/10/10/mid_photo_url_25ddb4c72054449e9a2ee07cc92cd514.jpg,267,31.02,12.77,16.78,9.79,,,,,,,,,,,,,,,,,,,
yanshuiji,薄荷,盐水鸡,家常菜 ,http://s2.boohee.cn/food/star/yanshuiji-01f76cfca86fd50df952ee0f44ecee6d.png,http://s2.boohee.cn/house/upload_food/2016/10/28/big_photo_url_c911e6bf7a2d47fe93e8afa50d58c5fa.jpg,http://s2.boohee.cn/house/upload_food/2016/10/28/mid_photo_url_933d2e4c3e3b452ca6092d703bbd2b8b.jpg,160,1.97,8.69,18.13,0.66,,,,,,,,,,,,,,,,,,,
lajiaochaozhuxue,用户上传,辣椒炒猪血,家常菜 ,http://s2.boohee.cn/food/star/lajiaochaozhuxue-fc0a4d073911f8779ec5205b3e5f65a7.png,http://s2.boohee.cn/house/upload_food/2020/6/30/big_photo_url_big_photo_url_198259525d16e20bdd0823d1b0946dda.jpg,http://s2.boohee.cn/house/upload_food/2020/6/30/mid_photo_url_big_photo_url_198259525d16e20bdd0823d1b0946dda.jpg,65,1.83,3.23,7.60,0.51,,,,,,,,,,,,,,,,,,,
xianglaliangfen,薄荷,香辣凉粉,家常菜 ,http://s2.boohee.cn/food/star/xianglaliangfen-aa9b432f1be7de17e7e64420f009ddda.png,http://s2.boohee.cn/house/food_big/big_photo20128209523515725.jpg,http://s2.boohee.cn/house/food_mid/mid_photo_20128209523515725.jpg,147,10.10,11.76,0.84,0.58,,,,,,,,,,,,,,,,,,,
qiangchaobaicai,用户上传,炝炒白菜,家常菜 ,http://s2.boohee.cn/food/star/qiangchaobaicai-f6fe883d2a4f75368afa8862f4baae1e.png,http://s2.boohee.cn/house/upload_food/2020/6/11/big_photo_url_b12c03f68166e9b0e163489a3ab2ed16.jpg,http://s2.boohee.cn/house/upload_food/2020/6/11/mid_photo_url_fbfd03785436707693996b9b89537bb4.jpg,51,3.65,3.34,1.16,1.17,,,,,,,,,,,,,,,,,,,
niududunluobo,薄荷,牛肚炖萝卜,家常菜 ,http://s2.boohee.cn/food/star/niududunluobo-4a0ed67d6a55e90d2da3d1fac1acccbc.png,http://s2.boohee.cn/house/upload_food/2016/10/21/big_photo_url_68a31774061742f4a8e1992760af26dd.jpg,http://s2.boohee.cn/house/upload_food/2016/10/21/mid_photo_url_b83b9e93448b460dafcc97b485ea5ee1.jpg,79,2.64,3.98,9.01,0.83,,,,,,,,,,,,,,,,,,,
jiangrouxilanhua,薄荷,酱肉西兰花,家常菜 ,http://s2.boohee.cn/food/star/jiangrouxilanhua-856de13c05aa2b4b356fe027f49f9a34.png,http://s2.boohee.cn/house/upload_food/2016/10/12/big_photo_url_1606eb90d59e481484b0581cd9003167.jpg,http://s2.boohee.cn/house/upload_food/2016/10/12/mid_photo_url_7707592845b54ef69ecf66590935eda2.jpg,68,4.10,2.47,8.61,1.33,,,,,,,,,,,,,,,,,,,
ganbiansilengdou,薄荷,干煸四棱豆,家常菜 ,http://s2.boohee.cn/food/star/ganbiansilengdou-fae5eaa6459c5fa223ea26a546b27bb0.png,http://s2.boohee.cn/house/upload_food/2016/9/26/big_photo_url_01368b7c007e4dd282ffea6c37614634.jpg,http://s2.boohee.cn/house/upload_food/2016/9/26/mid_photo_url_e3a852c39a2a4308aee408b68a562c64.jpg,55,1.88,1.90,7.58,2.66,,,,,,,,,,,,,,,,,,,
youmenzhusun,用户上传,油焖竹笋,家常菜 ,http://s2.boohee.cn/food/star/youmenzhusun-09ddf6930621c538d3eb73c4635532f9.png,http://s2.boohee.cn/house/upload_food/2009/3/30/115737_1238420316.jpg,http://s2.boohee.cn/house/upload_food/2009/3/30/115737_1238420316mid.jpg,50,5.40,2.37,2.51,1.33,,,,,,,,,,,,,,,,,,,
sansibaicaitang,薄荷,三丝白菜汤,家常菜 ,http://s2.boohee.cn/food/star/sansibaicaitang-8329f4af522e83f2318b33da6bb823b4.png,http://s2.boohee.cn/house/upload_food/2016/10/25/big_photo_url_ff675ade4b3e4bfdb93f1fa68a01b0dc.jpg,http://s2.boohee.cn/house/upload_food/2016/10/25/mid_photo_url_9951eeb9f2be4ac2a0218f972c2c1e77.jpg,12,0.97,0.46,0.75,0.44,,,,,,,,,,,,,,,,,,,
dunniurouhuluobo,薄荷,炖牛肉胡萝卜,家常菜 ,http://s2.boohee.cn/food/star/dunniurouhuluobo-47fe9c92f2b115d314140ec6b078bbee.png,http://s2.boohee.cn/house/menu_big/1170322720307.jpg,http://s2.boohee.cn/house/menu_mid/1170322720307_mid.jpg,115,6.45,7.14,5.09,2.13,,,,,,,,,,,,,,,,,,,
fengweigubadan,薄荷,凤尾菇扒蛋,家常菜 ,http://s2.boohee.cn/food/star/fengweigubadan-48002ef23304c37ac0a215a988450556.png,http://s2.boohee.cn/house/upload_food/2016/9/23/big_photo_url_23df2e27218f4f00b841423d35abcdb9.jpg,http://s2.boohee.cn/house/upload_food/2016/9/23/mid_photo_url_9d048375514440c69295514a8344915c.jpg,100,2.75,7.04,4.18,1.04,,,,,,,,,,,,,,,,,,,
basidoufu,薄荷,拔丝豆腐,家常菜 ,http://s2.boohee.cn/food/star/basidoufu-0ed90788d234cb99696a7d7d4b48a0db.png,http://s2.boohee.cn/house/upload_food/2016/9/6/big_photo_url_2e719e0b0d094d8bad9ae4801470c9b3.jpg,http://s2.boohee.cn/house/upload_food/2016/9/6/mid_photo_url_c22db48ab1db43ff97a79e2f38f57bd7.jpg,310,31.73,18.15,5.12,0.21,,,,,,,,,,,,,,,,,,,
congyouyunai_,用户上传,葱油芋艿,家常菜 ,http://s2.boohee.cn/food/star/congyouyunai_-7291055073a7425cf1131595bf5ecba2.png,http://s2.boohee.cn/house/upload_food/2020/6/18/big_photo_url_big_photo_url_e0c386a836c9426ad19f379c90b5168b.jpg,http://s2.boohee.cn/house/upload_food/2020/6/18/mid_photo_url_big_photo_url_e0c386a836c9426ad19f379c90b5168b.jpg,88,14.36,2.89,1.81,0.79,,,,,,,,,,,,,,,,,,,
xiangchangmenfan,用户上传,香肠焖饭,家常菜 ,http://s2.boohee.cn/food/star/xiangchangmenfan-53468efa0e4ab98c04d64cdb1cf394c1.png,http://s2.boohee.cn/house/upload_food/2008/7/10/36507_1215698308.jpg,http://s2.boohee.cn/house/upload_food/2008/7/10/36507_1215698308mid.jpg,186,19.44,9.05,7.01,0.15,,,,,,,,,,,,,,,,,,,
guotashijinjun,用户上传,锅塌什锦菌,家常菜 ,http://s2.boohee.cn/food/star/guotashijinjun-09ac0496736e22dfb6587dc8091e6547.png,http://s2.boohee.cn/house/upload_food/2014/10/15/452803_1413366957.jpg,http://s2.boohee.cn/house/upload_food/2014/10/15/452803_1413366957mid.jpg,109,4.91,7.58,4.83,1.07,,,,,,,,,,,,,,,,,,,
shuangsecaijuan,薄荷,双色菜卷,家常菜 ,http://s2.boohee.cn/food/star/shuangsecaijuan-762ac13ecf03c44c4bfce5d64ee21cc9.png,http://s2.boohee.cn/house/upload_food/2016/10/25/big_photo_url_d8220d5c7c194c88874e64f9fa6bb2fc.jpg,http://s2.boohee.cn/house/upload_food/2016/10/25/mid_photo_url_dc051d31745849dba0382fc79091743d.jpg,117,19.81,2.70,3.29,0.55,,,,,,,,,,,,,,,,,,,
